Department  ,Division,Position Title,Employee Status,Initial Hire Date,Date in Position,Fair Labor Standards Act (FLSA) ,Base Salary
Police,Police Administrative Svc-Civl,Operations Officer II,Permanent Full-time,2/23/16,2/23/16,Nonexempt,"41,503.50"
Police,Police Investigative Svc-Sworn,Police Sergeant,Permanent Full-time,3/21/03,8/3/19,Nonexempt,"89,467.94"
Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,6/21/17,7/17/23,Nonexempt,"55,264.33"
Police,Police Field Operations-Sworn,Master Police Officer,Permanent Full-time,12/8/07,1/18/11,Nonexempt,"76,138.83"
Police,Police Administrative Svcs-Swn,Police Recruit,Permanent Full-time,8/10/24,8/10/24,Nonexempt,"46,396.00"
Police,Police Administration - Sworn,Police Captain,Permanent Full-time,9/24/07,3/16/24,Exempt,"109,369.24"
Police,Police Investigative Svc-Sworn,Police Captain,Permanent Full-time,1/16/90,3/16/24,Exempt,"123,595.17"
Police,Police Administrative Svcs-Swn,Police Officer,Intermittent Temporary,3/25/23,3/25/23,Nonexempt,33.95
Police,Police Investigative Svc-Sworn,Police Sergeant,Permanent Full-time,9/3/02,10/29/10,Nonexempt,"101,105.30"
Police,Police Field Operations-Sworn,Master Police Officer,Permanent Full-time,3/5/07,1/18/11,Nonexempt,"76,138.83"
Police,Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,9/3/08,1/16/21,Nonexempt,"75,356.22"
Police,Police Investigative Svc-Sworn,Master Police Officer,Permanent Full-time,8/17/09,8/17/09,Nonexempt,"76,138.83"
Police,Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,8/23/06,1/16/21,Nonexempt,"83,129.76"
Police,Police Administrative Svcs-Swn,Master Police Officer,Permanent Full-time,9/24/07,9/24/07,Nonexempt,"78,042.19"
Police,Police-Emergency 911 Div Civil,Public Safety Telecomm I,Permanent Full-time,1/28/23,7/15/24,Nonexempt,"46,396.37"
Police,Police Administrative Svc-Civl,Police Civilian Invest Tech,Intermittent Temporary,2/11/94,8/10/24,Nonexempt,31.98
Police,Operational Analytic -Civilian,Real Time Crime Center Analyst,Permanent Full-time,7/1/24,7/1/24,Exempt,"64,296.00"
Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,12/2/23,12/2/23,Nonexempt,"55,264.33"
Police,Police Administration-Civilian,Compliance Inspector,Permanent Full-time,9/26/11,12/3/22,Nonexempt,"42,628.86"
Police,Police Field Operations-Civiln,Administrative Assistant I,Permanent Full-time,2/8/94,7/1/06,Nonexempt,"64,429.75"
Police,Police Field Operations-Sworn,Master Police Officer,Permanent Full-time,5/15/06,5/15/06,Nonexempt,"81,944.08"
Police,Police Field Operations-Guards,School Crossing Guard,Retiree Part-time,9/26/83,6/6/22,Nonexempt,23.81
Police,Police Field Operations-Sworn,Master Police Officer,Permanent Full-time,1/23/17,1/23/17,Nonexempt,"61,082.57"
Police,Police Field Operations-Sworn,Master Police Officer,Permanent Full-time,6/9/08,6/9/08,Nonexempt,"78,042.19"
Police,Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,2/10/97,1/5/10,Nonexempt,"101,105.30"
Police,Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,2/13/06,1/16/21,Nonexempt,"93,941.96"
Police,Police-Emergency 911 Div Civil,Public Safety Telecomm III,Permanent Full-time,2/18/14,3/28/20,Nonexempt,"55,264.33"
Police,Police Administrative Svc-Civl,Operations Officer II,Permanent Full-time,6/22/06,11/26/18,Nonexempt,"41,503.50"
Police,Police Field Operations-Sworn,Master Police Officer,Permanent Full-time,7/6/98,2/23/01,Nonexempt,"88,192.69"
Police,Police Administrative Svcs-Swn,Master Police Officer,Permanent Full-time,9/30/13,9/30/13,Nonexempt,"70,744.49"
Police,Police Investigative Svc-Sworn,Master Police Officer,Permanent Full-time,8/18/03,2/21/02,Nonexempt,"83,992.99"
Police,Police Administrative Svc-Civl,Police Civilian Invest Tech,Intermittent Temporary,10/21/23,10/21/23,Nonexempt,33.1
Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,8/3/19,8/3/19,Nonexempt,"58,055.80"
Police,Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,10/5/24,10/5/24,Nonexempt,19.55
Police,Police Administrative Svc-Civl,Property & Evidence Technician,Permanent Full-time,9/12/11,9/12/20,Nonexempt,"51,257.11"
Police,Police Field Operations-Sworn,Police Sergeant,Permanent Full-time,9/24/07,3/7/20,Nonexempt,"83,129.76"
Police,Police Administrative Svc-Civl,Operations Officer II,Permanent Full-time,8/24/24,8/24/24,Nonexempt,"41,503.00"
Police,Police Administrative Svc-Civl,Operations Officer II,Permanent Full-time,1/27/24,1/27/24,Nonexempt,"41,503.50"
Police,Police Administrative Svcs-Swn,Master Police Officer,Permanent Full-time,2/23/03,3/1/13,Nonexempt,"81,944.08"
Police,Police Investigative Svc-Sworn,Master Police Officer,Permanent Full-time,10/20/08,10/20/08,Nonexempt,"78,042.19"
Police,Police Field Operations-Guards,School Crossing Guard,Periodic Part-time,12/9/88,5/15/96,Nonexempt,34.44
Police,Police Field Operations-Guards,School Crossing Guard,Intermittent Temporary,10/5/24,10/5/24,Nonexempt,19.55
Police,Police Administrative Svc-Civl,Operations Officer II,Permanent Full-time,12/30/23,12/30/23,Nonexempt,"41,503.50"
Police,Police-Emergency 911 Div Civil,Public Safety Telecomm III,Permanent Full-time,4/8/11,10/8/22,Nonexempt,"55,264.33"
Police,Police Field Operations-Sworn,Master Police Officer,Permanent Full-time,8/29/11,8/29/11,Nonexempt,"72,513.50"
Police,Police Investigative Svc-Sworn,Police Sergeant,Permanent Full-time,10/28/96,11/13/13,Nonexempt,"93,941.96"
Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,1/4/21,1/4/21,Nonexempt,"58,055.80"
Police,Police Administrative Svc-Civl,Management Analyst III,Permanent Full-time,6/23/16,6/23/16,Exempt,"71,900.47"
Police,Police Field Operations-Sworn,Police Officer,Permanent Full-time,4/6/24,4/6/24,Nonexempt,"53,942.20"
Police,Police Administrative Svc-Civl,Police Civilian Invest Tech,Retiree Part-time,3/14/77,3/25/23,Nonexempt,33.1
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/8/03,1/8/03,Nonexempt,"77,892.16"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,4/8/13,4/8/13,Nonexempt,"83,992.99"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/9/12,1/9/12,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,8/12/96,3/28/97,Nonexempt,"90,681.53"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,2/21/17,1/8/18,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Battalion Fire Chief,Permanent Full-time,7/10/00,4/13/24,Exempt,"106,702.30"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,7/6/20,7/6/20,Nonexempt,"65,731.94"
Fire-Rescue,Fire-Rescue,Fire Captain,Permanent Full-time,4/8/13,4/13/24,Nonexempt,"99,572.54"
Fire-Rescue,Fire-Rescue,Firefighter EMT-I,Permanent Full-time,9/23/13,11/2/15,Nonexempt,"65,955.86"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/7/13,1/7/13,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,9/3/19,9/3/19,Nonexempt,"64,129.76"
Fire-Rescue,Fire-Rescue,Firefighter Recruit,Permanent Full-time,7/10/24,7/10/24,Nonexempt,"46,396.00"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,8/8/11,11/2/15,Nonexempt,"60,957.87"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,8/15/97,8/15/97,Nonexempt,"77,892.16"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/7/13,1/7/13,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,6/9/01,10/23/07,Nonexempt,"88,192.69"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,8/12/96,3/28/97,Nonexempt,"81,787.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,7/18/05,6/8/08,Nonexempt,"81,944.08"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/18/05,7/18/05,Nonexempt,"70,609.02"
Fire-Rescue,Fire-Rescue,Fire Captain,Permanent Full-time,9/15/08,7/15/24,Nonexempt,"86,014.17"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,10/15/18,10/15/18,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/10/05,1/10/05,Nonexempt,"70,609.02"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/8/23,7/8/23,Nonexempt,"53,942.20"
Fire-Rescue,Fire-Rescue,Fire Captain,Permanent Full-time,7/18/05,7/28/24,Nonexempt,"102,061.46"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,8/2/21,8/2/21,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Battalion Fire Chief,Permanent Full-time,8/12/96,8/8/13,Exempt,"123,595.17"
Fire-Rescue,Fire-Rescue,Firefighter EMT-I,Permanent Full-time,1/8/07,1/8/07,Nonexempt,"74,533.29"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,10/15/18,10/15/18,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Fire Inspector,Permanent Full-time,10/29/01,2/20/18,Nonexempt,"90,681.53"
Fire-Rescue,Fire-Rescue,Fire Captain,Permanent Full-time,1/8/07,4/22/23,Nonexempt,"94,830.94"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,9/3/19,9/3/19,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,4/8/13,4/8/13,Nonexempt,"81,944.08"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/5/22,7/5/22,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,4/30/18,4/30/18,Nonexempt,"65,731.94"
Fire-Rescue,Fire-Rescue,Fire Inspector,Permanent Full-time,4/8/13,4/3/23,Nonexempt,"81,944.08"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,9/15/08,9/15/08,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Firefighter EMT-I,Permanent Full-time,4/8/13,4/8/13,Nonexempt,"69,253.15"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,7/6/20,7/6/20,Nonexempt,"64,129.76"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/11/10,1/11/10,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/8/10,7/5/22,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,10/15/18,10/15/18,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter Recruit,Permanent Full-time,7/8/23,7/8/24,Nonexempt,"46,396.37"
Fire-Rescue,Fire-Rescue,Battalion Fire Chief,Permanent Full-time,4/19/99,7/13/24,Exempt,"117,709.31"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/1/93,5/15/96,Nonexempt,"90,681.53"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,10/15/18,10/15/18,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Executive Assistant,Permanent Full-time,3/13/00,6/6/05,Nonexempt,"70,613.28"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/10/11,1/10/11,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Battalion Fire Chief,Permanent Full-time,9/1/82,5/14/07,Exempt,"136,311.57"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/21/16,11/21/16,Nonexempt,"67,375.55"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/6/20,7/6/20,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/8/18,1/8/18,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,9/3/19,9/3/19,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/8/03,1/8/03,Nonexempt,"77,892.16"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/30/15,11/30/15,Nonexempt,"76,138.83"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,12/8/00,2/23/04,Nonexempt,"77,892.16"
Fire-Rescue,Fire-Rescue,Battalion Fire Chief,Permanent Full-time,11/16/92,1/19/19,Exempt,"117,709.31"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/8/23,7/8/23,Nonexempt,"53,942.20"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,9/3/19,9/3/19,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/6/20,7/6/20,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,5/1/86,5/15/96,Nonexempt,"81,787.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,4/26/99,7/20/08,Nonexempt,"75,993.28"
Fire-Rescue,Fire-Rescue,Firefighter EMT-I,Permanent Full-time,1/8/07,6/8/08,Nonexempt,"82,221.75"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/8/09,7/2/10,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/5/09,1/5/09,Nonexempt,"70,609.02"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/8/03,1/8/03,Nonexempt,"77,892.16"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,4/8/13,4/8/13,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,8/2/21,8/2/21,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/8/23,7/8/23,Nonexempt,"53,942.20"
Fire-Rescue,Fire-Rescue,Fire Captain,Permanent Full-time,1/4/88,10/23/05,Nonexempt,"112,590.06"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/23/08,9/23/08,Nonexempt,"70,609.02"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,10/15/18,10/15/18,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,8/12/96,12/4/17,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Fire Lieutenant,Permanent Full-time,1/10/11,9/11/21,Nonexempt,"89,467.94"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/7/14,7/7/14,Nonexempt,"60,957.87"
Fire-Rescue,Fire-Rescue,Firefighter EMT-I,Permanent Full-time,7/7/14,7/7/14,Nonexempt,"69,253.15"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,9/3/19,9/3/19,Nonexempt,"64,129.76"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,7/6/20,7/6/20,Nonexempt,"64,129.76"
Fire-Rescue,Fire-Rescue,Battalion Fire Chief,Permanent Full-time,7/18/05,7/6/24,Exempt,"106,702.30"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/5/22,7/5/22,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/8/23,7/8/23,Nonexempt,"53,942.20"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/11/10,1/11/10,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Battalion Fire Chief,Permanent Full-time,1/7/02,3/23/19,Exempt,"114,838.60"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/21/03,7/21/03,Nonexempt,"77,892.16"
Fire-Rescue,Fire-Rescue,Fire Captain,Permanent Full-time,9/15/08,4/22/23,Nonexempt,"94,830.94"
Fire-Rescue,Fire-Rescue,Fire Captain,Permanent Full-time,7/18/05,4/15/24,Nonexempt,"86,014.17"
Fire-Rescue,Fire-Rescue,Firefighter Recruit,Permanent Full-time,7/8/24,7/8/24,Nonexempt,"46,396.00"
Fire-Rescue,Fire-Rescue,Administrative Assistant II,Permanent Full-time,5/8/21,9/18/21,Nonexempt,"46,758.20"
Fire-Rescue,Fire-Rescue,Fire Captain,Permanent Full-time,1/11/10,4/15/24,Nonexempt,"104,613.08"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/10/11,1/10/11,Nonexempt,"65,606.54"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/5/22,7/5/22,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/8/03,1/8/03,Nonexempt,"75,993.28"
Fire-Rescue,Fire-Rescue,Firefighter Recruit,Permanent Full-time,7/8/24,7/8/24,Nonexempt,"46,396.00"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,4/19/99,4/19/99,Nonexempt,"77,892.16"
Fire-Rescue,Fire-Rescue,Assistant Fire Chief,Permanent Full-time,7/18/05,7/8/24,Exempt,"124,144.00"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,7/6/20,7/6/20,Nonexempt,"64,129.76"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/19/04,7/19/04,Nonexempt,"70,609.02"
Fire-Rescue,Fire-Rescue,Firefighter Recruit,Permanent Full-time,7/8/24,7/8/24,Nonexempt,"46,396.00"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/8/18,1/8/18,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT-I,Permanent Full-time,7/10/00,7/10/00,Nonexempt,"80,216.50"
Fire-Rescue,Fire-Rescue,Firefighter Recruit,Permanent Full-time,7/8/24,7/8/24,Nonexempt,"46,396.00"
Fire-Rescue,Fire-Rescue,Fire Captain,Permanent Full-time,7/21/03,6/29/15,Nonexempt,"92,517.80"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/21/03,7/21/03,Nonexempt,"77,892.16"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,11/5/12,11/5/12,Nonexempt,"81,944.08"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/5/22,7/5/22,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Administrative Assistant II,Permanent Full-time,9/11/06,3/25/13,Nonexempt,"46,985.93"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,7/8/23,7/8/23,Nonexempt,"53,942.20"
Fire-Rescue,Fire-Rescue,Fire Lieutenant,Permanent Full-time,1/10/11,4/21/24,Nonexempt,"83,129.76"
Fire-Rescue,Fire-Rescue,Firefighter EMT-I,Permanent Full-time,10/10/16,10/10/16,Nonexempt,"62,777.25"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,1/7/02,1/7/02,Nonexempt,"77,892.16"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,3/20/06,3/20/06,Nonexempt,"70,609.02"
Fire-Rescue,Fire-Rescue,Administrative Technician,Permanent Full-time,10/9/00,9/10/12,Nonexempt,"42,552.83"
Fire-Rescue,Fire-Rescue,Firefighter EMT-P,Permanent Full-time,1/7/02,1/7/02,Nonexempt,"88,192.69"
Fire-Rescue,Fire-Rescue,Business Analyst,Casual Part-time,2/8/07,2/8/07,Nonexempt,47.72
Fire-Rescue,Fire-Rescue,Fire Captain,Permanent Full-time,7/19/04,3/10/18,Nonexempt,"92,517.80"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,8/2/21,8/2/21,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Firefighter EMT - Advanced,Permanent Full-time,10/15/18,10/15/18,Nonexempt,"55,264.33"
Fire-Rescue,Fire-Rescue,Fire Lieutenant,Permanent Full-time,1/11/10,8/11/24,Nonexempt,"81,102.12"
Fire-Rescue,Fire-Rescue,Firefighter Recruit,Permanent Full-time,7/8/24,7/8/24,Nonexempt,"46,396.00"
Fire-Rescue,Fire-Rescue,Assistant Fire Chief,Permanent Full-time,9/1/87,3/3/20,Exempt,"143,883.18"
Fire-Rescue,Fire-Rescue,Firefighter EMT-I,Permanent Full-time,7/19/05,7/19/05,Nonexempt,"70,984.09"
